area,preco
81.16262258099887,116496.21880652456
190.63571821788406,266276.91193205153
149.07884894416696,205299.70479123297
123.74511199743695,156571.2905289755
39.64354168406294,51791.273964695225
39.6389588638785,68469.78069473227
21.035886311957896,24400.265090101773
174.57346769723767,246465.66642693745
124.21185223120968,178207.50412610706
144.53378978124863,182810.4399122419
13.911053916202466,11135.650350352429
194.2828719107789,264385.91478291963
168.16410175208014,215422.44395946476
50.34443102887247,90267.11297832851
44.54674376934912,49322.96061768654
44.84685687215242,61623.72797113763
67.80602616231216,96430.1557913928
109.70372201012519,147208.23353732715
92.069553542002,120082.67859265147
65.33353663762796,100874.44315332353
126.2520499972521,153691.0148441114
36.50383352388795,57096.04640841001
65.50748322169144,95052.52744657252
79.60875022580143,116703.7662796667
96.65329700123682,139523.33493855086
159.18343266467258,192524.41409555267
47.93801861008835,54116.25228327856
107.7045432985862,159577.57382108556
122.55876808378807,166058.28984430077
18.825578416799566,28608.85566148084
125.43352186127329,184134.04993979822
42.39958350058539,67267.59581221678
22.35980266720311,55983.32940940965
190.28825207813333,244156.1242706813
193.47008628416629,271893.0786395834
163.59549614212762,232378.6854798716
67.87661614294043,93464.36958977964
28.557701661212935,60928.09340490779
140.0042750373098,190749.64143979354
93.62897381052424,143778.3472630173
33.187264620507975,43245.636017648314
104.08361292114134,148132.95302535087
16.533819011891495,47541.67665646485
182.77087639496858,213220.17783688492
59.16819650400321,71802.73365281455
135.8792340272566,153584.2946995867
69.22510445698808,94837.24333505101
108.81292402378405,154186.01589809242
113.87495307522313,169678.2283154201
45.122346549850135,70035.95322485747
194.22107927526613,267608.68167717487
157.27523643861176,187169.06622775542
188.50479889719594,220765.16940437327
180.01719658125327,230354.0635107445
123.60099597410618,167929.98055619912
185.1561046543922,236794.98860814155
26.813575389864706,22366.98526735913
47.236743859637585,70614.65215741163
18.59318489300223,21658.187865544438
71.81276284502022,109211.38599998472
83.84868504100159,120017.60100236408
61.556316037040226,77589.02180852
167.46012673886656,209785.74907859953
77.78313207178196,95629.19622347094
63.377556840602345,90300.91904144475
113.1122558000672,162196.4148060955
36.77560274520491,47302.01073821936
162.41742634326755,215949.4697981352
24.164622299156456,37634.45533851846
197.5085179540983,242495.74755776982
156.7265061663649,201787.4430801832
47.75597949149276,59884.267520758825
11.049202253484456,21615.251040015162
164.9376714064185,198550.670976636
144.30289533104724,211740.17599225335
148.5113619277876,193636.79693700586
156.54136587032968,194452.93294848458
24.068483829477167,46449.93952418326
78.1084884234118,107382.2495118042
32.01512130977464,50766.510377330895
173.98965091636276,231157.5815001564
128.42664409723602,178202.0654372509
72.87062472200334,96078.73589507768
22.076086554344492,34581.48497747723
69.08664112597582,94603.34898535124
71.78483118508194,73518.7434452713
148.62517388423217,175167.91591469597
131.1359195574905,188765.59467832287
178.57042108950205,249024.11786941788
99.72083578077037,131676.5704622479
32.72290672827732,61186.17163060198
145.51650957236905,193354.8133413653
154.54915923721052,237405.56078611547
116.64266753820428,168406.09998306006
156.4837641913666,201245.50593187072
103.82116330923424,128118.91068387599
109.31923758257886,126905.72925600376
91.23279348812443,126920.91581615599
14.829634081378085,23719.35195424206
30.499371128727844,34532.200839301324
15.971545280479507,26406.97972566509
130.9179781401183,159122.9977247692
69.72763640450208,118918.86330627327
106.62843132129353,153533.79466894566
182.43763004595766,233829.48435934976
57.36552353828624,101597.9579126238
87.97275537676965,121495.726143895
153.55471632317924,188930.2491718759
53.47165144340827,97443.4706593258
24.626182867470668,51018.33996518071
